PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2019-12-31T02:00:00Z,2019-12-31T01:00:00Z,PT60M,9.3,0.11,-92,0,6.1,0,0,0,0,0,0,13.1,80.7,0,989.6,252,2.4,131
2019-12-31T03:00:00Z,2019-12-31T02:00:00Z,PT60M,9.3,0.11,-99,0,6,0,0,0,0,0,0,13.3,79.8,0,989.9,250,2.6,119
2019-12-31T04:00:00Z,2019-12-31T03:00:00Z,PT60M,9.1,0.11,-107,0.2,5.8,0,0,0,0,0,0,12.6,79.9,0,990.6,247,2.8,107
2019-12-31T05:00:00Z,2019-12-31T04:00:00Z,PT60M,8.9,0.11,-115,0,5.7,0,1,0,0,1,0,11.7,80.4,0,991.2,245,2.8,95
2019-12-31T06:00:00Z,2019-12-31T05:00:00Z,PT60M,9.8,0.11,-124,0.9,6.8,31,270,36,67,158,30,11.9,81.6,0,991.7,251,2.3,85
2019-12-31T07:00:00Z,2019-12-31T06:00:00Z,PT60M,11.6,0.11,-134,0.1,7.4,63,636,168,230,460,353,12.2,75.5,0,992,261,2.5,75
2019-12-31T08:00:00Z,2019-12-31T07:00:00Z,PT60M,12.9,0.11,-146,2.1,6.7,94,713,281,374,654,587,11.9,66.3,0,992.2,273,3.4,67
2019-12-31T09:00:00Z,2019-12-31T08:00:00Z,PT60M,13.8,0.11,-160,0.5,6.5,93,820,393,487,819,574,11.7,61.5,0,992.4,282,4.1,61
2019-12-31T10:00:00Z,2019-12-31T09:00:00Z,PT60M,14.5,0.11,-175,1.4,6.3,106,817,426,532,874,541,11.8,57.9,0,992.5,284,4.1,59
2019-12-31T11:00:00Z,2019-12-31T10:00:00Z,PT60M,14.9,0.11,169,6.2,6,137,698,359,496,788,516,12,55.1,0,992.3,284,3.9,59
2019-12-31T12:00:00Z,2019-12-31T11:00:00Z,PT60M,14.9,0.11,154,44.3,5.5,241,26,11,252,249,260,12.1,53.3,0,991.9,287,3.9,63
2019-12-31T13:00:00Z,2019-12-31T12:00:00Z,PT60M,14.6,0.11,141,17.4,5.5,162,320,108,271,395,389,11.9,54.2,0,991.5,290,4.1,70
2019-12-31T14:00:00Z,2019-12-31T13:00:00Z,PT60M,14,0.11,129,1.5,6.2,57,520,106,164,347,174,11.6,59.6,0,991.1,293,3.9,79
2019-12-31T15:00:00Z,2019-12-31T14:00:00Z,PT60M,12.7,0.11,120,0,6.7,13,112,11,24,60,10,11.3,67.2,0,991,295,3.4,89
2019-12-31T16:00:00Z,2019-12-31T15:00:00Z,PT60M,11.6,0.11,112,0,6.6,0,0,0,0,0,0,11.2,71.8,0,991.2,285,3,100
2019-12-31T17:00:00Z,2019-12-31T16:00:00Z,PT60M,11.1,0.11,104,0,6.4,0,0,0,0,0,0,11.2,72.7,0,991.7,264,3.2,111
2019-12-31T18:00:00Z,2019-12-31T17:00:00Z,PT60M,10.8,0.11,96,0,6.3,0,0,0,0,0,0,10.9,73.6,0,992,246,2.8,123
2019-12-31T19:00:00Z,2019-12-31T18:00:00Z,PT60M,10.5,0.11,88,0,6.1,0,0,0,0,0,0,10.5,74.5,0,992.2,232,2.3,136
2019-12-31T20:00:00Z,2019-12-31T19:00:00Z,PT60M,10.1,0.11,77,0,5.9,0,0,0,0,0,0,10.5,75.4,0,992.1,230,2,148
2019-12-31T21:00:00Z,2019-12-31T20:00:00Z,PT60M,9.6,0.11,59,0,5.7,0,0,0,0,0,0,10.3,76.3,0,991.7,227,1.7,159
2019-12-31T22:00:00Z,2019-12-31T21:00:00Z,PT60M,9.3,0.11,18,0,5.4,0,0,0,0,0,0,10.6,76.5,0,991.1,224,1.5,167
2019-12-31T23:00:00Z,2019-12-31T22:00:00Z,PT60M,9.1,0.11,-38,0,5.2,0,0,0,0,0,0,12.2,76.4,0,990.5,223,1.5,165
2020-01-01T00:00:00Z,2019-12-31T23:00:00Z,PT60M,9,0.11,-68,0,4.9,0,0,0,0,0,0,13.4,75.5,0,990.2,227,1.5,155
2020-01-01T01:00:00Z,2020-01-01T00:00:00Z,PT60M,9,0.11,-82,0,4.7,0,0,0,0,0,0,13.5,74.5,0,989.9,231,1.6,143
2020-01-01T02:00:00Z,2020-01-01T01:00:00Z,PT60M,8.8,0.11,-91,0,4.8,0,0,0,0,0,0,13.3,76,0,989.4,231,1.5,131
2020-01-01T03:00:00Z,2020-01-01T02:00:00Z,PT60M,8.4,0.11,-99,0,4.9,0,0,0,0,0,0,13.3,78.7,0,988.9,232,1.2,119
2020-01-01T04:00:00Z,2020-01-01T03:00:00Z,PT60M,8.2,0.11,-107,0,4.9,0,0,0,0,0,0,13.3,80,0,988.6,230,1,107
2020-01-01T05:00:00Z,2020-01-01T04:00:00Z,PT60M,8.1,0.11,-115,0,5,0,1,0,0,1,0,13.1,80.6,0,988.6,228,1,95
2020-01-01T06:00:00Z,2020-01-01T05:00:00Z,PT60M,9.4,0.11,-123,3.8,6.3,35,247,30,65,148,33,12.3,80.8,0,988.7,244,1.1,85
2020-01-01T07:00:00Z,2020-01-01T06:00:00Z,PT60M,11.5,0.11,-133,13.6,6.9,98,393,110,208,353,305,11.7,73.6,0,988.8,252,1.3,75
2020-01-01T08:00:00Z,2020-01-01T07:00:00Z,PT60M,12.8,0.11,-145,1.1,6.4,75,791,310,385,687,619,12.1,65,0,989,259,1.6,67
2020-01-01T09:00:00Z,2020-01-01T08:00:00Z,PT60M,13.9,0.11,-159,11.1,6.7,151,607,286,437,678,515,13,62.1,0,988.9,277,2.5,61
2020-01-01T10:00:00Z,2020-01-01T09:00:00Z,PT60M,14.5,0.11,-175,42.9,7,303,10,5,308,295,308,13.6,61,0,988.5,289,3.7,59
2020-01-01T11:00:00Z,2020-01-01T10:00:00Z,PT60M,14.6,0.11,169,44.5,7.3,261,60,29,290,301,296,13.8,61.6,0,987.9,298,4.5,59
2020-01-01T12:00:00Z,2020-01-01T11:00:00Z,PT60M,14.2,0.11,154,27.1,7.3,200,288,136,336,458,377,14.5,63.4,0,987.4,313,3.6,63
2020-01-01T13:00:00Z,2020-01-01T12:00:00Z,PT60M,13.6,0.11,141,61.3,7.1,123,0,0,123,115,123,15.5,64.9,0,987.1,340,2.6,70
2020-01-01T14:00:00Z,2020-01-01T13:00:00Z,PT60M,13.1,0.11,130,19.7,7.3,103,154,24,127,176,106,16.2,67.6,0,986.9,353,2.2,78
2020-01-01T15:00:00Z,2020-01-01T14:00:00Z,PT60M,12.3,0.11,120,0.1,7.8,13,110,11,24,60,11,16.7,74.1,0,987.1,357,1.3,88
2020-01-01T16:00:00Z,2020-01-01T15:00:00Z,PT60M,11.5,0.11,112,0,8.1,0,0,0,0,0,0,16.5,80.1,0,987.6,355,0.5,99
2020-01-01T17:00:00Z,2020-01-01T16:00:00Z,PT60M,10.8,0.11,104,0,8,0,0,0,0,0,0,15.6,82.6,0,987.9,58,0.3,111
2020-01-01T18:00:00Z,2020-01-01T17:00:00Z,PT60M,10.5,0.11,96,0,7.8,0,0,0,0,0,0,14.9,83.7,0,987.9,74,0.5,123
2020-01-01T19:00:00Z,2020-01-01T18:00:00Z,PT60M,10.4,0.11,88,0,7.7,0,0,0,0,0,0,14.6,83.1,0,987.8,83,0.7,135
2020-01-01T20:00:00Z,2020-01-01T19:00:00Z,PT60M,10.2,0.11,77,0,7.2,0,0,0,0,0,0,14.2,81.7,0,987.5,90,1.1,148
2020-01-01T21:00:00Z,2020-01-01T20:00:00Z,PT60M,10,0.11,59,0,6.9,0,0,0,0,0,0,13.9,80.8,0,987.2,92,1.5,159
2020-01-01T22:00:00Z,2020-01-01T21:00:00Z,PT60M,9.9,0.11,19,0,6.7,0,0,0,0,0,0,14.3,80.5,0,987.1,98,1.8,167
2020-01-01T23:00:00Z,2020-01-01T22:00:00Z,PT60M,9.7,0.11,-38,0,6.6,0,0,0,0,0,0,14.9,80.6,0,987,106,2,165
2020-01-02T00:00:00Z,2020-01-01T23:00:00Z,PT60M,9.7,0.11,-67,2.2,6.1,0,0,0,0,0,0,14.9,78,0,986.8,102,2.3,155
2020-01-02T01:00:00Z,2020-01-02T00:00:00Z,PT60M,9.7,0.11,-82,30.4,5.7,0,0,0,0,0,0,15.1,76,0,986.5,97,2.7,143
2020-01-02T02:00:00Z,2020-01-02T01:00:00Z,PT60M,9.6,0.11,-91,29.9,5.8,0,0,0,0,0,0,15.8,77.3,0,986.2,105,2.3,131
2020-01-02T03:00:00Z,2020-01-02T02:00:00Z,PT60M,9.6,0.11,-99,32.1,6.1,0,0,0,0,0,0,16.6,79.2,0,986.3,120,1.4,119
2020-01-02T04:00:00Z,2020-01-02T03:00:00Z,PT60M,9.7,0.11,-107,69.8,6.4,0,0,0,0,0,0,17.1,80.3,0,986.5,107,0.7,107
2020-01-02T05:00:00Z,2020-01-02T04:00:00Z,PT60M,9.8,0.11,-115,59,6.8,0,0,0,0,0,0,17.1,81.6,0,986.5,65,0.9,95
2020-01-02T06:00:00Z,2020-01-02T05:00:00Z,PT60M,10.3,0.11,-123,39.3,7.5,37,0,0,37,35,37,17.2,82.9,0,986.7,51,1.4,85
2020-01-02T07:00:00Z,2020-01-02T06:00:00Z,PT60M,11.1,0.11,-133,52.5,8,99,0,0,99,93,99,17.6,81.1,0,987.1,46,2,75
2020-01-02T08:00:00Z,2020-01-02T07:00:00Z,PT60M,11.5,0.11,-145,39.3,8.1,196,76,30,227,250,252,18,79.3,0,987.5,43,2.5,67
2020-01-02T09:00:00Z,2020-01-02T08:00:00Z,PT60M,11.9,0.11,-159,60,8.1,189,0,0,189,177,189,17.9,77.6,0,987.6,35,2.6,61
2020-01-02T10:00:00Z,2020-01-02T09:00:00Z,PT60M,12.3,0.11,-175,51,8.1,245,13,7,252,244,252,17.7,75.7,0,987.5,25,2.5,59
2020-01-02T11:00:00Z,2020-01-02T10:00:00Z,PT60M,12.4,0.11,169,22.7,8.3,284,198,101,385,469,395,17.9,75.8,0,987.2,17,2.3,59
2020-01-02T12:00:00Z,2020-01-02T11:00:00Z,PT60M,12.5,0.11,154,43.3,8.1,242,2,1,243,229,243,17.8,75,0,987,45,1.3,63
2020-01-02T13:00:00Z,2020-01-02T12:00:00Z,PT60M,12.6,0.11,141,43.1,7.8,178,0,0,178,166,178,17.4,72.8,0,986.7,87,1.5,70
2020-01-02T14:00:00Z,2020-01-02T13:00:00Z,PT60M,12.6,0.11,130,24.6,7.8,102,55,10,112,128,110,17.5,72.8,0,986.5,85,1.9,78
2020-01-02T15:00:00Z,2020-01-02T14:00:00Z,PT60M,12,0.11,120,48.9,8.1,16,0,0,16,15,16,17.7,77.2,0,986.5,84,2.3,88
2020-01-02T16:00:00Z,2020-01-02T15:00:00Z,PT60M,11.3,0.11,112,94.9,8.4,0,0,0,0,0,0,17.8,81.9,0,986.7,64,2.5,99
2020-01-02T17:00:00Z,2020-01-02T16:00:00Z,PT60M,11.3,0.11,104,83.7,8.6,0,0,0,0,0,0,18.1,83.5,0,987.1,49,3.1,111
2020-01-02T18:00:00Z,2020-01-02T17:00:00Z,PT60M,11.3,0.11,96,89.5,8.9,0,0,0,0,0,0,18.7,85.3,0,987.6,47,3.3,123
2020-01-02T19:00:00Z,2020-01-02T18:00:00Z,PT60M,11.3,0.11,88,77.9,9.2,0,0,0,0,0,0,19.3,87.4,0,987.7,65,3.3,135
2020-01-02T20:00:00Z,2020-01-02T19:00:00Z,PT60M,11,0.11,77,77.3,9.4,0,0,0,0,0,0,19.5,89.8,0,987.6,92,3.2,147
2020-01-02T21:00:00Z,2020-01-02T20:00:00Z,PT60M,10.8,0.11,59,76.1,9.3,0,0,0,0,0,0,19.1,90.6,0,987.4,104,2.5,159
2020-01-02T22:00:00Z,2020-01-02T21:00:00Z,PT60M,10.8,0.11,19,79.5,9.2,0,0,0,0,0,0,18.6,89.6,0,987.1,96,2.2,167
2020-01-02T23:00:00Z,2020-01-02T22:00:00Z,PT60M,10.7,0.11,-37,79.2,9,0,0,0,0,0,0,18.4,89.5,0,986.6,105,2.6,165
2020-01-03T00:00:00Z,2020-01-02T23:00:00Z,PT60M,10.6,0.11,-67,73.8,9,0,0,0,0,0,0,18.3,89.7,0,986,131,3.1,155
2020-01-03T01:00:00Z,2020-01-03T00:00:00Z,PT60M,10.8,0.11,-82,32.3,9,0,0,0,0,0,0,18.1,88.5,0,985.7,155,3.9,143
2020-01-03T02:00:00Z,2020-01-03T01:00:00Z,PT60M,10.9,0.11,-91,35,8.7,0,0,0,0,0,0,17.9,86.4,0,985.4,166,4.3,131
2020-01-03T03:00:00Z,2020-01-03T02:00:00Z,PT60M,10.7,0.11,-99,29.8,8.5,0,0,0,0,0,0,17.9,86.1,0,985.2,171,3.9,119
2020-01-03T04:00:00Z,2020-01-03T03:00:00Z,PT60M,10.6,0.11,-107,55.1,8.4,0,0,0,0,0,0,17.9,86.6,0,985.1,176,3.4,107
2020-01-03T05:00:00Z,2020-01-03T04:00:00Z,PT60M,10.5,0.11,-114,71.3,8.5,0,0,0,0,0,0,17.7,87.3,0,985.1,174,3,95
2020-01-03T06:00:00Z,2020-01-03T05:00:00Z,PT60M,10.9,0.11,-123,57.9,8.8,26,0,0,26,24,26,16.7,86.7,0,985.3,167,2.9,85
2020-01-03T07:00:00Z,2020-01-03T06:00:00Z,PT60M,11.7,0.11,-133,41.9,8.9,126,0,0,126,118,126,16.1,82.8,0,985.6,162,2.5,75
2020-01-03T08:00:00Z,2020-01-03T07:00:00Z,PT60M,12.3,0.11,-145,21.2,8.9,207,210,83,290,373,361,16.8,79.7,0,985.6,171,1.6,67
2020-01-03T09:00:00Z,2020-01-03T08:00:00Z,PT60M,12.1,0.11,-159,45.5,8.7,251,13,6,257,248,260,17.9,79.7,0,985.4,208,2.9,61
2020-01-03T10:00:00Z,2020-01-03T09:00:00Z,PT60M,11.4,0.11,-175,61.6,8.3,202,0,0,202,189,202,17.7,80.8,0,985.4,223,4.6,58
2020-01-03T11:00:00Z,2020-01-03T10:00:00Z,PT60M,11.3,0.11,169,58.2,7.4,217,0,0,217,203,217,16,77.3,0,985.3,231,4.6,59
2020-01-03T12:00:00Z,2020-01-03T11:00:00Z,PT60M,11.6,0.11,154,49.9,7.1,224,0,0,224,210,224,15,74,0,985.2,231,3.9,63
2020-01-03T13:00:00Z,2020-01-03T12:00:00Z,PT60M,11.8,0.11,141,57.1,7.1,142,0,0,142,133,142,14.4,72.8,0,985.2,230,3.5,69
2020-01-03T14:00:00Z,2020-01-03T13:00:00Z,PT60M,11.6,0.11,130,37.3,6.8,93,19,4,97,99,96,13.6,72.3,0,985.2,225,3.1,78
2020-01-03T15:00:00Z,2020-01-03T14:00:00Z,PT60M,10.9,0.11,120,31.2,6.8,18,0,0,18,17,18,13.5,75.9,0,985.4,212,2.4,88
2020-01-03T16:00:00Z,2020-01-03T15:00:00Z,PT60M,10.1,0.11,112,37.9,6.6,0,0,0,0,0,0,13.8,78.7,0,985.6,199,2.5,99
2020-01-03T17:00:00Z,2020-01-03T16:00:00Z,PT60M,9.8,0.11,104,57.4,6.4,0,0,0,0,0,0,14,79.6,0,985.8,192,3.1,111
2020-01-03T18:00:00Z,2020-01-03T17:00:00Z,PT60M,9.5,0.11,96,43.3,6.6,0,0,0,0,0,0,14.2,81.8,0,986.1,180,2.8,123
2020-01-03T19:00:00Z,2020-01-03T18:00:00Z,PT60M,9.3,0.11,88,1.8,6.8,0,0,0,0,0,0,14.5,84.1,0,986.4,170,2.6,135
2020-01-03T20:00:00Z,2020-01-03T19:00:00Z,PT60M,9,0.11,77,1.8,6.7,0,0,0,0,0,0,14.8,85.8,0,986.5,172,2.5,147
2020-01-03T21:00:00Z,2020-01-03T20:00:00Z,PT60M,8.5,0.11,59,0.9,6.6,0,0,0,0,0,0,15.2,87.9,0,986.2,167,1.5,159
2020-01-03T22:00:00Z,2020-01-03T21:00:00Z,PT60M,8.2,0.11,19,0,6.3,0,0,0,0,0,0,15.6,87.8,0,985.6,83,0.7,166
2020-01-03T23:00:00Z,2020-01-03T22:00:00Z,PT60M,8.4,0.11,-37,0,6.2,0,0,0,0,0,0,15.8,86,0,985,44,1.8,165
2020-01-04T00:00:00Z,2020-01-03T23:00:00Z,PT60M,8.6,0.11,-67,0,6.4,0,0,0,0,0,0,15.9,86,0,984.7,23,2.2,155
2020-01-04T01:00:00Z,2020-01-04T00:00:00Z,PT60M,8.6,0.11,-81,0,6.5,0,0,0,0,0,0,15.9,87,0,984.6,3,2.4,143
2020-01-04T02:00:00Z,2020-01-04T01:00:00Z,PT60M,8.5,0.11,-91,0,6.5,0,0,0,0,0,0,15.8,87.3,0,984.5,346,2.2,131
2020-01-04T03:00:00Z,2020-01-04T02:00:00Z,PT60M,8.6,0.11,-99,0,6.6,0,0,0,0,0,0,15.7,87.1,0,984.4,324,2.3,119
2020-01-04T04:00:00Z,2020-01-04T03:00:00Z,PT60M,8.9,0.11,-106,0,6.8,0,0,0,0,0,0,15.6,86.7,0,984.2,314,2.5,107
2020-01-04T05:00:00Z,2020-01-04T04:00:00Z,PT60M,9.2,0.11,-114,1.5,7.1,0,0,0,0,0,0,15.7,86.7,0,984.4,314,2.8,95
2020-01-04T06:00:00Z,2020-01-04T05:00:00Z,PT60M,9.7,0.11,-123,33.6,7.7,24,16,1,25,29,23,15.8,87.5,0,984.8,309,2.6,85
2020-01-04T07:00:00Z,2020-01-04T06:00:00Z,PT60M,10.4,0.11,-133,54.4,8.2,98,0,0,98,92,98,15.9,86,0,985.6,313,2.8,75
2020-01-04T08:00:00Z,2020-01-04T07:00:00Z,PT60M,11.1,0.11,-145,28,7.9,205,150,65,270,324,307,15.5,80.6,0,986.3,338,3.6,67
2020-01-04T09:00:00Z,2020-01-04T08:00:00Z,PT60M,11.8,0.11,-159,3.7,7.1,143,663,319,462,742,542,14.7,72.7,0,986.4,351,3.9,61
2020-01-04T10:00:00Z,2020-01-04T09:00:00Z,PT60M,12.5,0.11,-175,5.6,6.1,159,667,351,510,798,517,14.2,65.3,0,986,339,3.3,58
2020-01-04T11:00:00Z,2020-01-04T10:00:00Z,PT60M,13,0.11,169,10.8,5.6,191,547,284,475,715,490,14.1,61,0,985.4,315,3.3,59
2020-01-04T12:00:00Z,2020-01-04T11:00:00Z,PT60M,13.3,0.11,154,19,5.7,217,340,155,372,517,439,14.1,59.8,0,985,290,4.1,63
2020-01-04T13:00:00Z,2020-01-04T12:00:00Z,PT60M,13.3,0.11,141,4.3,6.1,110,598,207,317,548,531,14.1,61.8,0,985.1,278,5.1,69
2020-01-04T14:00:00Z,2020-01-04T13:00:00Z,PT60M,12.8,0.11,130,0.6,6.8,59,515,112,171,352,204,14.1,66.6,0,985.2,276,4.7,78
2020-01-04T15:00:00Z,2020-01-04T14:00:00Z,PT60M,11.7,0.11,120,0.6,7.1,16,101,10,27,59,14,14.2,73.6,0,985.1,272,3.8,88
2020-01-04T16:00:00Z,2020-01-04T15:00:00Z,PT60M,10.6,0.11,112,0,7.1,0,0,0,0,0,0,14.5,79,0,985.2,268,3.3,99
2020-01-04T17:00:00Z,2020-01-04T16:00:00Z,PT60M,10.3,0.11,104,0,7.1,0,0,0,0,0,0,14.9,80.7,0,985.4,266,3.3,111
2020-01-04T18:00:00Z,2020-01-04T17:00:00Z,PT60M,10.5,0.11,96,0.3,7,0,0,0,0,0,0,15,78.9,0,985.4,263,3.3,123
2020-01-04T19:00:00Z,2020-01-04T18:00:00Z,PT60M,10.5,0.11,88,2.8,6.7,0,0,0,0,0,0,15.1,77.6,0,985.3,265,3.4,135
2020-01-04T20:00:00Z,2020-01-04T19:00:00Z,PT60M,10.2,0.11,77,2.8,6.6,0,0,0,0,0,0,15.4,78.5,0,985.4,271,3.3,147
2020-01-04T21:00:00Z,2020-01-04T20:00:00Z,PT60M,10,0.11,59,0.4,6.5,0,0,0,0,0,0,15.6,79.1,0,985.4,275,3.2,159
2020-01-04T22:00:00Z,2020-01-04T21:00:00Z,PT60M,10,0.11,20,0,6.5,0,0,0,0,0,0,15.8,78.6,0,985.3,277,3,166
2020-01-04T23:00:00Z,2020-01-04T22:00:00Z,PT60M,10.2,0.11,-36,0,6.4,0,0,0,0,0,0,16,77.5,0,985.1,279,3,165
2020-01-05T00:00:00Z,2020-01-04T23:00:00Z,PT60M,10.5,0.11,-66,0.1,6.7,0,0,0,0,0,0,16.1,77.5,0,984.9,281,3.2,155
2020-01-05T01:00:00Z,2020-01-05T00:00:00Z,PT60M,10.6,0.11,-81,0.3,6.8,0,0,0,0,0,0,15.8,77.2,0,984.7,278,3.3,143
2020-01-05T02:00:00Z,2020-01-05T01:00:00Z,PT60M,10.5,0.11,-91,0.4,6.5,0,0,0,0,0,0,15.4,76.3,0,984.6,266,3.1,131
2020-01-05T03:00:00Z,2020-01-05T02:00:00Z,PT60M,10.3,0.11,-99,1.3,6.2,0,0,0,0,0,0,15.2,75.4,0,984.6,254,2.9,119
2020-01-05T04:00:00Z,2020-01-05T03:00:00Z,PT60M,10.1,0.11,-106,0,5.8,0,0,0,0,0,0,15.1,74.5,0,985,251,2.7,107
2020-01-05T05:00:00Z,2020-01-05T04:00:00Z,PT60M,10,0.11,-114,0,5.5,0,1,0,0,0,0,15,73.5,0,985.4,252,2.5,95
2020-01-05T06:00:00Z,2020-01-05T05:00:00Z,PT60M,10.7,0.11,-123,24.9,6.2,37,33,3,40,48,36,14.5,73.6,0,985.5,249,2.2,85
2020-01-05T07:00:00Z,2020-01-05T06:00:00Z,PT60M,12,0.11,-133,35.5,6.6,116,115,36,152,194,198,13.8,69.4,0,985.5,243,1.9,75
2020-01-05T08:00:00Z,2020-01-05T07:00:00Z,PT60M,13.3,0.11,-145,11.3,6.2,143,489,198,342,534,485,13.4,62.3,0,985.8,250,1.9,67
2020-01-05T09:00:00Z,2020-01-05T08:00:00Z,PT60M,14.2,0.11,-159,0,6.1,88,837,405,493,827,585,13.2,58.3,0,985.9,265,2.1,61
2020-01-05T10:00:00Z,2020-01-05T09:00:00Z,PT60M,14.7,0.11,-174,0.3,6,94,856,450,544,894,555,13.3,56,0,985.5,273,2.1,58
2020-01-05T11:00:00Z,2020-01-05T10:00:00Z,PT60M,14.8,0.11,169,4.4,5.9,135,726,377,512,819,534,13.6,55.2,0,985.1,281,2,59
2020-01-05T12:00:00Z,2020-01-05T11:00:00Z,PT60M,14.7,0.11,154,33.9,6.2,226,176,86,311,382,333,14.1,56.8,0,985,305,0.7,63
2020-01-05T13:00:00Z,2020-01-05T12:00:00Z,PT60M,14.4,0.11,141,31.4,6.9,211,52,19,230,242,253,14.9,60.9,0,984.9,83,0.8,69
2020-01-05T14:00:00Z,2020-01-05T13:00:00Z,PT60M,13.8,0.11,130,24.3,7.5,115,73,14,130,152,132,15.7,65.8,0,984.7,87,1.1,78
2020-01-05T15:00:00Z,2020-01-05T14:00:00Z,PT60M,12.7,0.11,120,33,7.6,18,40,5,23,36,17,15.9,71.1,0,984.7,84,1.7,88
2020-01-05T16:00:00Z,2020-01-05T15:00:00Z,PT60M,11.7,0.11,112,44.4,7.4,0,0,0,0,0,0,16,74.8,0,985,83,2.2,99
2020-01-05T17:00:00Z,2020-01-05T16:00:00Z,PT60M,11.1,0.11,104,35.8,7.3,0,0,0,0,0,0,16.1,77.5,0,985.4,82,2.1,111
2020-01-05T18:00:00Z,2020-01-05T17:00:00Z,PT60M,10.8,0.11,96,20.4,7.7,0,0,0,0,0,0,16.2,81.4,0,985.6,91,1.7,123
2020-01-05T19:00:00Z,2020-01-05T18:00:00Z,PT60M,10.5,0.11,88,0,8,0,0,0,0,0,0,16.1,84.3,0,985.4,109,1.4,135
2020-01-05T20:00:00Z,2020-01-05T19:00:00Z,PT60M,10.3,0.11,77,1.6,7.9,0,0,0,0,0,0,15.3,85.2,0,985.4,128,1.1,147
2020-01-05T21:00:00Z,2020-01-05T20:00:00Z,PT60M,10.1,0.11,59,2.6,7.8,0,0,0,0,0,0,13.9,85.7,0,985.6,156,0.8,158
2020-01-05T22:00:00Z,2020-01-05T21:00:00Z,PT60M,9.9,0.11,20,0,7.6,0,0,0,0,0,0,12.9,85.6,0,985.6,176,0.9,166
2020-01-05T23:00:00Z,2020-01-05T22:00:00Z,PT60M,9.6,0.11,-36,0,7.2,0,0,0,0,0,0,13.8,84.9,0,985.3,169,1,165
2020-01-06T00:00:00Z,2020-01-05T23:00:00Z,PT60M,9.8,0.11,-66,2.3,7.2,0,0,0,0,0,0,16.4,84.1,0,985.1,137,1.5,155
2020-01-06T01:00:00Z,2020-01-06T00:00:00Z,PT60M,10.2,0.11,-81,33.1,7.5,0,0,0,0,0,0,17.6,83.5,0,984.6,127,2.5,143
2020-01-06T02:00:00Z,2020-01-06T01:00:00Z,PT60M,10.3,0.11,-91,26.4,7.7,0,0,0,0,0,0,17.4,83.7,0,983.9,130,3.3,131
2020-01-06T03:00:00Z,2020-01-06T02:00:00Z,PT60M,10.4,0.11,-99,30.8,8.1,0,0,0,0,0,0,17.9,85.8,0,983.5,130,3.8,119
2020-01-06T04:00:00Z,2020-01-06T03:00:00Z,PT60M,10.5,0.11,-106,48,8.6,0,0,0,0,0,0,19.3,88,0,983.4,131,4,107
2020-01-06T05:00:00Z,2020-01-06T04:00:00Z,PT60M,10.9,0.11,-114,39.4,9.3,0,0,0,0,0,0,20.5,89.6,0,983.5,147,4.3,95
2020-01-06T06:00:00Z,2020-01-06T05:00:00Z,PT60M,11.8,0.11,-123,25.8,9.6,38,0,0,38,36,38,19.3,86.1,0,983.7,181,5.8,85
2020-01-06T07:00:00Z,2020-01-06T06:00:00Z,PT60M,12.9,0.11,-133,23.5,9.3,148,16,5,153,152,160,17,78.6,0,983.9,194,8.4,75
2020-01-06T08:00:00Z,2020-01-06T07:00:00Z,PT60M,13.9,0.11,-145,17.5,8.9,212,215,82,294,377,375,15.4,72,0,984.2,192,10.6,67
2020-01-06T09:00:00Z,2020-01-06T08:00:00Z,PT60M,14.5,0.11,-159,47.6,8.6,227,32,15,241,244,249,13.9,67.8,0,984.1,189,12.2,61
2020-01-06T10:00:00Z,2020-01-06T09:00:00Z,PT60M,14.7,0.11,-174,64.6,8.5,185,0,0,185,173,185,13.6,66.5,0,984,187,12.6,58
2020-01-06T11:00:00Z,2020-01-06T10:00:00Z,PT60M,14.6,0.11,169,57.6,8.4,214,0,0,214,201,214,14.1,66.5,0,983.9,185,12.5,59
2020-01-06T12:00:00Z,2020-01-06T11:00:00Z,PT60M,14.2,0.11,154,59.5,8.4,173,0,0,173,162,173,15.6,68,0,983.6,182,12,62
2020-01-06T13:00:00Z,2020-01-06T12:00:00Z,PT60M,13.7,0.11,141,56,8.6,131,0,0,131,123,131,17.1,71.6,0,983.5,181,11.3,69
2020-01-06T14:00:00Z,2020-01-06T13:00:00Z,PT60M,13.2,0.11,130,40.4,8.7,85,0,0,85,80,85,17.6,74.4,0,983.6,181,10.6,78
2020-01-06T15:00:00Z,2020-01-06T14:00:00Z,PT60M,12.8,0.11,120,21.2,8.7,20,0,0,20,18,20,17.9,76.3,0,983.5,180,10.3,88
2020-01-06T16:00:00Z,2020-01-06T15:00:00Z,PT60M,12.5,0.11,112,40.4,8.7,0,0,0,0,0,0,18.1,77.6,0,983.5,177,10.4,99
2020-01-06T17:00:00Z,2020-01-06T16:00:00Z,PT60M,12.5,0.11,104,52.9,8.7,0,0,0,0,0,0,18.1,77.6,0,983.8,176,10.7,110
2020-01-06T18:00:00Z,2020-01-06T17:00:00Z,PT60M,12.4,0.11,96,37.2,8.7,0,0,0,0,0,0,17.8,77.8,0,983.9,176,10.8,123
