PeriodEnd,PeriodStart,Period,AirTemp,AlbedoDaily,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowDepth,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith
2020-06-02T08:00:00Z,2020-06-02T07:00:00Z,PT60M,23.5,0.11,-105,0.4,10.5,165,781,663,828,784,956,20.8,44.1,0,979,95,1.5,32
2020-06-02T09:00:00Z,2020-06-02T08:00:00Z,PT60M,24.8,0.11,-125,0,10.4,144,856,800,944,916,989,18.9,40.2,0,978.7,85,0.9,21
2020-06-02T10:00:00Z,2020-06-02T09:00:00Z,PT60M,25.4,0.11,-167,1.5,10.6,165,837,812,977,957,981,19.2,39.4,0,978.3,359,0.1,14
2020-06-02T11:00:00Z,2020-06-02T10:00:00Z,PT60M,25.4,0.11,141,3.6,11,205,766,733,938,915,956,21.1,40.6,0,978.1,288,2.1,17
2020-06-02T12:00:00Z,2020-06-02T11:00:00Z,PT60M,24.6,0.11,113,1.5,12,157,814,726,883,847,969,22.2,45.5,0,978.3,302,4.6,27
2020-06-02T13:00:00Z,2020-06-02T12:00:00Z,PT60M,23.6,0.11,99,2.1,12.8,142,782,615,757,701,940,22,50.7,0,978.7,305,6.7,38
2020-06-02T14:00:00Z,2020-06-02T13:00:00Z,PT60M,23,0.11,89,22.7,11.7,312,254,151,463,415,589,20.6,48.7,0,979,302,8.1,51
2020-06-02T15:00:00Z,2020-06-02T14:00:00Z,PT60M,22.3,0.11,81,4,10.5,121,599,274,395,295,778,19.1,47.2,0,979.1,303,9,63
2020-06-02T16:00:00Z,2020-06-02T15:00:00Z,PT60M,21.1,0.11,73,3.1,10.3,74,480,130,204,100,488,17.8,49.9,0,979.4,299,9.4,75
2020-06-02T17:00:00Z,2020-06-02T16:00:00Z,PT60M,19.9,0.11,65,13.1,10.3,21,163,20,41,16,41,16.5,54.1,0,979.7,293,9.2,86
2020-06-02T18:00:00Z,2020-06-02T17:00:00Z,PT60M,19,0.11,56,42.4,10.6,0,0,0,0,0,0,15.8,58.3,0,980.2,288,7.7,97
2020-06-02T19:00:00Z,2020-06-02T18:00:00Z,PT60M,18.5,0.11,46,0.3,10.8,0,0,0,0,0,0,15.6,60.7,0,980.7,286,6.3,106
2020-06-02T20:00:00Z,2020-06-02T19:00:00Z,PT60M,18.3,0.11,34,1.3,10.6,0,0,0,0,0,0,15.5,61.1,0,981,285,5.9,114
2020-06-02T21:00:00Z,2020-06-02T20:00:00Z,PT60M,18,0.11,20,23.5,10.5,0,0,0,0,0,0,15.2,61.6,0,981.1,285,5.3,120
2020-06-02T22:00:00Z,2020-06-02T21:00:00Z,PT60M,17.5,0.11,4,38.7,10.5,0,0,0,0,0,0,15,63.5,0,981,282,4.6,122
2020-06-02T23:00:00Z,2020-06-02T22:00:00Z,PT60M,17,0.11,-13,1.1,10.6,0,0,0,0,0,0,14.8,65.8,0,981,273,4,121
2020-06-03T00:00:00Z,2020-06-02T23:00:00Z,PT60M,16.5,0.11,-28,22.3,10.4,0,0,0,0,0,0,14.4,67.6,0,981,262,2.8,117
2020-06-03T01:00:00Z,2020-06-03T00:00:00Z,PT60M,15.9,0.11,-41,18.7,10.1,0,0,0,0,0,0,14.1,68.5,0,981,244,1.8,110
2020-06-03T02:00:00Z,2020-06-03T01:00:00Z,PT60M,15.6,0.11,-52,21.8,9.7,0,0,0,0,0,0,13.9,68.3,0,981.2,226,1.6,101
2020-06-03T03:00:00Z,2020-06-03T02:00:00Z,PT60M,15.4,0.11,-61,12.6,9.5,5,26,2,7,4,5,13.9,67.8,0,981.4,208,1,91
2020-06-03T04:00:00Z,2020-06-03T03:00:00Z,PT60M,16.6,0.11,-70,0,9.4,49,384,73,122,45,243,14,62.7,0,981.6,194,0.5,80
2020-06-03T05:00:00Z,2020-06-03T04:00:00Z,PT60M,18.4,0.11,-77,0,9.5,83,633,237,320,204,751,14.1,56.3,0,982,65,0.4,68
2020-06-03T06:00:00Z,2020-06-03T05:00:00Z,PT60M,20,0.11,-85,0,9.3,102,761,424,526,426,907,14.2,50.1,0,982.7,27,1.5,56
2020-06-03T07:00:00Z,2020-06-03T06:00:00Z,PT60M,21.4,0.11,-94,0.1,8.7,114,830,597,712,639,972,14.5,43.9,0,983.3,12,2.2,44
2020-06-03T08:00:00Z,2020-06-03T07:00:00Z,PT60M,22.5,0.11,-105,0.8,8.5,138,845,716,853,807,989,15,40.7,0,983.6,10,1.8,32
2020-06-03T09:00:00Z,2020-06-03T08:00:00Z,PT60M,23.5,0.11,-125,1,8.7,148,859,802,950,921,995,16,38.8,0,983.7,24,0.6,21
2020-06-03T10:00:00Z,2020-06-03T09:00:00Z,PT60M,24.2,0.11,-167,11.8,9.6,325,573,556,881,856,885,17.8,39.6,0,983.5,221,1.2,14
2020-06-03T11:00:00Z,2020-06-03T10:00:00Z,PT60M,24.2,0.11,140,50.5,10.8,474,13,12,487,457,487,19.7,43,0,983.4,248,2.7,17
2020-06-03T12:00:00Z,2020-06-03T11:00:00Z,PT60M,23.7,0.11,112,85.5,11.3,132,0,0,132,123,132,20.5,45.9,0,983.5,278,3,27
2020-06-03T13:00:00Z,2020-06-03T12:00:00Z,PT60M,23.3,0.11,98,80.6,11.5,149,0,0,149,140,149,20.6,47.4,0,983.8,303,3.4,38
2020-06-03T14:00:00Z,2020-06-03T13:00:00Z,PT60M,22.9,0.11,89,77.2,11.5,134,0,0,134,125,134,20.9,48.6,0,984.2,311,4,51
2020-06-03T15:00:00Z,2020-06-03T14:00:00Z,PT60M,22.4,0.11,81,54,11.3,175,19,7,182,167,198,20.3,49.6,0,984.4,317,3.9,63
2020-06-03T16:00:00Z,2020-06-03T15:00:00Z,PT60M,21.5,0.11,73,4.6,11.3,86,410,107,194,101,435,19.5,52.2,0,984.5,320,4,75
2020-06-03T17:00:00Z,2020-06-03T16:00:00Z,PT60M,20.2,0.11,65,26.6,11.6,22,118,15,37,17,40,18.4,57.7,0,984.7,321,4.3,86
2020-06-03T18:00:00Z,2020-06-03T17:00:00Z,PT60M,19,0.11,56,49.6,12.1,0,0,0,0,0,0,17.7,64.2,0,984.8,320,4.4,97
2020-06-03T19:00:00Z,2020-06-03T18:00:00Z,PT60M,18.4,0.11,46,27.8,12.6,0,0,0,0,0,0,17.3,69.1,0,985,315,4.2,106
2020-06-03T20:00:00Z,2020-06-03T19:00:00Z,PT60M,17.9,0.11,34,13,12.9,0,0,0,0,0,0,17.2,72.6,0,985.3,307,4,114
2020-06-03T21:00:00Z,2020-06-03T20:00:00Z,PT60M,17.6,0.11,20,15.7,13.1,0,0,0,0,0,0,17.6,75.1,0,985.6,299,3.5,120
2020-06-03T22:00:00Z,2020-06-03T21:00:00Z,PT60M,17.1,0.11,4,13.7,13.1,0,0,0,0,0,0,18.1,77.3,0,985.7,289,3.1,122
2020-06-03T23:00:00Z,2020-06-03T22:00:00Z,PT60M,16.7,0.11,-12,29.3,13.1,0,0,0,0,0,0,18.1,79,0,985.4,282,2.9,121
2020-06-04T00:00:00Z,2020-06-03T23:00:00Z,PT60M,16.3,0.11,-28,18.1,12.8,0,0,0,0,0,0,17.4,79.8,0,984.9,277,2.4,117
2020-06-04T01:00:00Z,2020-06-04T00:00:00Z,PT60M,15.9,0.11,-41,38,12.6,0,0,0,0,0,0,16.9,80.8,0,984.6,268,1.9,110
2020-06-04T02:00:00Z,2020-06-04T01:00:00Z,PT60M,15.4,0.11,-52,41.5,12.4,0,0,0,0,0,0,16.6,82.2,0,984.9,254,1.4,101
2020-06-04T03:00:00Z,2020-06-04T02:00:00Z,PT60M,15.4,0.11,-61,18,12.3,6,0,0,6,6,6,16.5,82,0,985.3,228,1.1,91
2020-06-04T04:00:00Z,2020-06-04T03:00:00Z,PT60M,16.5,0.11,-70,11.4,12.4,58,250,55,114,56,229,16.5,76.5,0,985.6,199,1.2,80
2020-06-04T05:00:00Z,2020-06-04T04:00:00Z,PT60M,18.1,0.11,-77,0.4,12.1,81,632,237,318,202,747,16.5,67.9,0,985.9,170,1.5,68
2020-06-04T06:00:00Z,2020-06-04T05:00:00Z,PT60M,19.6,0.11,-85,12.9,11.4,215,439,237,451,380,694,16.8,59.3,0,986.2,149,1.4,56
2020-06-04T07:00:00Z,2020-06-04T06:00:00Z,PT60M,21.1,0.11,-94,16,10.6,311,396,280,591,538,738,17.3,51.2,0,986.6,124,0.9,44
2020-06-04T08:00:00Z,2020-06-04T07:00:00Z,PT60M,22.4,0.11,-105,14.3,9.9,333,469,400,733,693,814,18,45,0,987,79,0.7,32
2020-06-04T09:00:00Z,2020-06-04T08:00:00Z,PT60M,23.5,0.11,-124,10,9.8,300,598,557,856,826,892,18.9,41.7,0,987.4,67,0.8,21
2020-06-04T10:00:00Z,2020-06-04T09:00:00Z,PT60M,23.9,0.11,-167,23,10.2,468,307,298,766,736,768,20.1,41.8,0,987.4,124,0.2,14
2020-06-04T11:00:00Z,2020-06-04T10:00:00Z,PT60M,23.9,0.11,140,56,10.9,430,0,0,431,403,431,21.6,43.9,0,987.3,263,1,17
2020-06-04T12:00:00Z,2020-06-04T11:00:00Z,PT60M,23.7,0.11,112,78.9,11.2,190,0,0,190,177,190,22.2,45.3,0,987.2,284,1.4,26
2020-06-04T13:00:00Z,2020-06-04T12:00:00Z,PT60M,23.2,0.11,98,72.9,11.2,209,0,0,209,196,209,22.1,46.6,0,987.2,312,2,38
2020-06-04T14:00:00Z,2020-06-04T13:00:00Z,PT60M,22.7,0.11,89,64.4,11.5,211,0,0,211,198,211,22.1,49.1,0,987.3,322,3.4,50
2020-06-04T15:00:00Z,2020-06-04T14:00:00Z,PT60M,22.1,0.11,81,71.6,11.7,122,0,0,122,114,122,21.7,51.8,0,987.5,321,4.2,63
2020-06-04T16:00:00Z,2020-06-04T15:00:00Z,PT60M,21.3,0.11,73,54.9,11.9,84,0,0,84,78,84,21.1,55.1,0,988,315,4.9,75
2020-06-04T17:00:00Z,2020-06-04T16:00:00Z,PT60M,20,0.11,65,34.5,12.2,30,0,0,30,29,30,20.1,61,0,988.4,311,5.2,86
2020-06-04T18:00:00Z,2020-06-04T17:00:00Z,PT60M,19,0.11,56,44.2,12.5,0,0,0,0,0,0,19.1,66,0,988.6,306,3.7,97
2020-06-04T19:00:00Z,2020-06-04T18:00:00Z,PT60M,18.5,0.11,46,0.3,12.5,0,0,0,0,0,0,17.9,67.9,0,988.8,292,2.5,106
2020-06-04T20:00:00Z,2020-06-04T19:00:00Z,PT60M,18.1,0.11,34,0,12.4,0,0,0,0,0,0,16.8,69.4,0,989.1,286,2.4,114
2020-06-04T21:00:00Z,2020-06-04T20:00:00Z,PT60M,17.8,0.11,20,0,12.3,0,0,0,0,0,0,15.9,70.2,0,989.3,285,2.3,120
2020-06-04T22:00:00Z,2020-06-04T21:00:00Z,PT60M,17.5,0.11,4,0,12.1,0,0,0,0,0,0,15.2,70.8,0,989.4,291,2.4,122
2020-06-04T23:00:00Z,2020-06-04T22:00:00Z,PT60M,17.1,0.11,-12,17.1,12.1,0,0,0,0,0,0,14.6,72.5,0,989.2,297,2.6,121
2020-06-05T00:00:00Z,2020-06-04T23:00:00Z,PT60M,16.7,0.11,-28,18,12.4,0,0,0,0,0,0,14.3,75.8,0,989,294,2.4,117
2020-06-05T01:00:00Z,2020-06-05T00:00:00Z,PT60M,16.4,0.11,-41,19,12.6,0,0,0,0,0,0,14,78.2,0,989,289,2.3,110
2020-06-05T02:00:00Z,2020-06-05T01:00:00Z,PT60M,16.2,0.11,-52,10.2,12.5,0,0,0,0,0,0,13.5,79.1,0,989.2,289,2.3,101
2020-06-05T03:00:00Z,2020-06-05T02:00:00Z,PT60M,16.1,0.11,-61,11.8,12.5,5,19,2,7,4,4,13.1,79.3,0,989.4,291,2.1,91
2020-06-05T04:00:00Z,2020-06-05T03:00:00Z,PT60M,17.2,0.11,-69,0.2,12.3,46,426,80,126,42,256,12.9,73.2,0,989.6,297,1.8,80
2020-06-05T05:00:00Z,2020-06-05T04:00:00Z,PT60M,19.1,0.11,-77,0,11.7,76,664,249,325,203,771,13,62,0,989.7,311,1.5,68
2020-06-05T06:00:00Z,2020-06-05T05:00:00Z,PT60M,21.1,0.11,-85,0,10,95,780,435,530,427,917,12.8,49.3,0,989.9,332,1.6,56
2020-06-05T07:00:00Z,2020-06-05T06:00:00Z,PT60M,22.8,0.11,-93,0,8.8,108,844,608,716,640,978,12.8,41,0,990.2,351,1.9,44
2020-06-05T08:00:00Z,2020-06-05T07:00:00Z,PT60M,23.9,0.11,-105,0,8.5,117,881,748,865,816,1005,12.9,37.3,0,990.3,11,2.1,32
2020-06-05T09:00:00Z,2020-06-05T08:00:00Z,PT60M,25,0.11,-124,0,8.2,122,903,844,966,935,1013,13.1,34.4,0,990,30,2.3,21
2020-06-05T10:00:00Z,2020-06-05T09:00:00Z,PT60M,25.9,0.11,-166,0,8.5,118,920,894,1012,989,1017,13.6,33.3,0,989.6,47,2.5,14
2020-06-05T11:00:00Z,2020-06-05T10:00:00Z,PT60M,26.3,0.11,140,0,9.1,116,917,879,995,969,1015,14.2,33.7,0,989.2,58,2.5,16
2020-06-05T12:00:00Z,2020-06-05T11:00:00Z,PT60M,26.5,0.11,112,0,9.5,115,898,804,919,879,1010,14.2,34.3,0,989,58,2,26
2020-06-05T13:00:00Z,2020-06-05T12:00:00Z,PT60M,26.5,0.11,98,0,9.6,126,837,658,783,722,981,14,34.5,0,988.9,26,1.6,38
2020-06-05T14:00:00Z,2020-06-05T13:00:00Z,PT60M,26.3,0.11,89,0,10.1,116,779,497,612,524,933,13.9,36.3,0,988.7,354,2.2,50
2020-06-05T15:00:00Z,2020-06-05T14:00:00Z,PT60M,25.4,0.11,81,0,11,97,690,319,416,304,837,13.3,40.6,0,988.5,333,2.8,63
2020-06-05T16:00:00Z,2020-06-05T15:00:00Z,PT60M,24.1,0.11,73,0,11.9,69,517,143,211,100,519,12.6,46.5,0,988.1,316,3.5,74
2020-06-05T17:00:00Z,2020-06-05T16:00:00Z,PT60M,22.3,0.11,65,22.6,12.8,23,131,17,40,18,45,11.8,54.8,0,988,307,4.4,86
2020-06-05T18:00:00Z,2020-06-05T17:00:00Z,PT60M,20.7,0.11,56,45.4,13.3,0,0,0,0,0,0,10.9,62.7,0,988.1,300,4.5,97
2020-06-05T19:00:00Z,2020-06-05T18:00:00Z,PT60M,20.1,0.11,46,0.4,13.2,0,0,0,0,0,0,10.2,64.4,0,988.4,296,4,106
2020-06-05T20:00:00Z,2020-06-05T19:00:00Z,PT60M,19.8,0.11,34,0,12.5,0,0,0,0,0,0,9.5,62.5,0,988.5,295,3.7,114
2020-06-05T21:00:00Z,2020-06-05T20:00:00Z,PT60M,19.6,0.11,20,0,11.7,0,0,0,0,0,0,9.1,60.2,0,988.3,291,3.6,120
2020-06-05T22:00:00Z,2020-06-05T21:00:00Z,PT60M,19.5,0.11,4,0,10.8,0,0,0,0,0,0,8.7,57.2,0,987.7,286,3.4,122
2020-06-05T23:00:00Z,2020-06-05T22:00:00Z,PT60M,19.5,0.11,-12,0,9.9,0,0,0,0,0,0,8.5,53.9,0,987.4,286,3.3,121
2020-06-06T00:00:00Z,2020-06-05T23:00:00Z,PT60M,19.2,0.11,-27,0,9.4,0,0,0,0,0,0,8.5,53.1,0,987.3,289,3,117
2020-06-06T01:00:00Z,2020-06-06T00:00:00Z,PT60M,19.1,0.11,-41,0,9.3,0,0,0,0,0,0,8.4,53.2,0,987.2,291,2.9,110
2020-06-06T02:00:00Z,2020-06-06T01:00:00Z,PT60M,19,0.11,-52,0,9.1,0,0,0,0,0,0,8.1,52.5,0,987.3,291,3.1,101
2020-06-06T03:00:00Z,2020-06-06T02:00:00Z,PT60M,19,0.11,-61,0,8.9,5,27,2,8,5,5,7.7,52,0,987.4,292,2.8,91
2020-06-06T04:00:00Z,2020-06-06T03:00:00Z,PT60M,20.4,0.11,-69,0,8.7,50,404,77,127,45,254,7.6,47,0,987.3,296,2.5,80
2020-06-06T05:00:00Z,2020-06-06T04:00:00Z,PT60M,23.1,0.11,-77,0,8.2,82,655,245,327,205,772,8.4,38.6,0,987.2,307,2,68
2020-06-06T06:00:00Z,2020-06-06T05:00:00Z,PT60M,25.5,0.11,-85,0,6.9,102,774,432,534,430,920,9.1,30.6,0,987.3,347,1.5,56
2020-06-06T07:00:00Z,2020-06-06T06:00:00Z,PT60M,27.2,0.11,-93,0,6,116,838,603,719,643,982,9.8,25.9,0,987.6,19,1.8,44
2020-06-06T08:00:00Z,2020-06-06T07:00:00Z,PT60M,28.5,0.11,-104,0,6.3,125,875,742,868,817,1007,10.8,24.5,0,987.8,34,2.2,32
2020-06-06T09:00:00Z,2020-06-06T08:00:00Z,PT60M,29.5,0.11,-124,0,6.6,129,899,840,969,937,1016,11.4,23.6,0,987.6,52,2.7,21
2020-06-06T10:00:00Z,2020-06-06T09:00:00Z,PT60M,30.3,0.11,-166,0,6.7,121,920,895,1016,992,1021,12,22.8,0,987,60,2.9,13
2020-06-06T11:00:00Z,2020-06-06T10:00:00Z,PT60M,30.8,0.11,140,0,7,119,918,880,1000,973,1020,12.5,22.6,0,986.3,57,2.8,16
2020-06-06T12:00:00Z,2020-06-06T11:00:00Z,PT60M,31,0.11,112,0,7.4,116,904,809,925,884,1016,12.3,22.9,0,985.9,46,2.8,26
2020-06-06T13:00:00Z,2020-06-06T12:00:00Z,PT60M,31,0.11,98,0,7.6,110,875,688,798,734,1002,11.7,23.3,0,985.6,35,2.9,38
2020-06-06T14:00:00Z,2020-06-06T13:00:00Z,PT60M,30.7,0.11,89,0,7.8,103,819,523,626,535,958,11.4,24,0,985.2,24,2.6,50
2020-06-06T15:00:00Z,2020-06-06T14:00:00Z,PT60M,30,0.11,81,0,8.2,91,719,334,425,309,859,11.3,25.7,0,984.9,9,2,62
2020-06-06T16:00:00Z,2020-06-06T15:00:00Z,PT60M,28.9,0.11,73,0,8.8,69,529,147,216,102,531,11.1,28.6,0,984.5,360,1.4,74
2020-06-06T17:00:00Z,2020-06-06T16:00:00Z,PT60M,26.8,0.11,65,52.7,9.8,19,129,17,36,14,42,10.7,34.6,0,984,330,1.1,86
2020-06-06T18:00:00Z,2020-06-06T17:00:00Z,PT60M,24.5,0.11,56,68.2,11.1,0,0,0,0,0,0,10.8,43,0,984.1,293,2.5,97
2020-06-06T19:00:00Z,2020-06-06T18:00:00Z,PT60M,23.2,0.11,46,62,11.7,0,0,0,0,0,0,10.7,48.5,0,984.5,286,3.8,106
2020-06-06T20:00:00Z,2020-06-06T19:00:00Z,PT60M,22.6,0.11,34,34.9,11.4,0,0,0,0,0,0,10.2,49,0,984.7,283,4.3,114
2020-06-06T21:00:00Z,2020-06-06T20:00:00Z,PT60M,22.4,0.11,20,51.2,10.6,0,0,0,0,0,0,10,47.2,0,984.6,280,4.2,119
2020-06-06T22:00:00Z,2020-06-06T21:00:00Z,PT60M,22.3,0.11,4,1.3,9.9,0,0,0,0,0,0,10.1,45.5,0,984,280,3.5,122
2020-06-06T23:00:00Z,2020-06-06T22:00:00Z,PT60M,22.1,0.11,-12,4.8,9.4,0,0,0,0,0,0,10.6,44.4,0,983.4,282,3.1,121
2020-06-07T00:00:00Z,2020-06-06T23:00:00Z,PT60M,21.6,0.11,-27,8.5,9.1,0,0,0,0,0,0,11.3,44.7,0,983.2,282,2.7,117
2020-06-07T01:00:00Z,2020-06-07T00:00:00Z,PT60M,21.2,0.11,-40,0,8.6,0,0,0,0,0,0,12.3,44.6,0,983.1,279,2.3,110
2020-06-07T02:00:00Z,2020-06-07T01:00:00Z,PT60M,21,0.11,-51,0,7.8,0,0,0,0,0,0,13.4,42.7,0,983.1,278,2,101
2020-06-07T03:00:00Z,2020-06-07T02:00:00Z,PT60M,21.2,0.11,-61,0.5,6.9,6,5,0,6,5,5,14,39.6,0,983,276,1.8,91
2020-06-07T04:00:00Z,2020-06-07T03:00:00Z,PT60M,23.5,0.11,-69,1.6,6.3,66,143,30,97,61,158,14,33,0,983.1,273,1.7,80
2020-06-07T05:00:00Z,2020-06-07T04:00:00Z,PT60M,26.6,0.11,-77,0,5.1,128,397,151,279,196,569,13.8,25.2,0,983,289,1.1,68
2020-06-07T06:00:00Z,2020-06-07T05:00:00Z,PT60M,28.8,0.11,-85,0,3.8,174,545,305,479,395,773,14.5,20.4,0,982.9,41,0.9,56
2020-06-07T07:00:00Z,2020-06-07T06:00:00Z,PT60M,30.2,0.11,-93,0,3.6,206,631,455,660,593,874,15.6,18.4,0,983,75,1.8,44
2020-06-07T08:00:00Z,2020-06-07T07:00:00Z,PT60M,31.4,0.11,-104,0,3.9,229,679,576,806,758,923,16.3,17.6,0,983,106,1.6,32
2020-06-07T09:00:00Z,2020-06-07T08:00:00Z,PT60M,32.5,0.11,-124,0,4.1,245,704,658,903,871,944,16.8,16.8,0,983.1,143,1.7,21
2020-06-07T10:00:00Z,2020-06-07T09:00:00Z,PT60M,33.1,0.11,-166,0,4.4,246,723,703,949,924,953,17.1,16.5,0,983,171,1.3,13
2020-06-07T11:00:00Z,2020-06-07T10:00:00Z,PT60M,33.1,0.11,140,0,5.1,249,711,682,931,903,948,17.5,17.4,0,982.5,260,1.3,16
2020-06-07T12:00:00Z,2020-06-07T11:00:00Z,PT60M,32.6,0.11,112,0,6.1,249,671,602,851,813,925,17.9,19.2,0,982,294,2.9,26
2020-06-07T13:00:00Z,2020-06-07T12:00:00Z,PT60M,32.1,0.11,98,0,6.8,253,582,459,712,658,862,18.1,20.6,0,981.9,309,4.3,38
2020-06-07T14:00:00Z,2020-06-07T13:00:00Z,PT60M,31.5,0.11,88,0,7.1,228,484,311,539,471,758,18,21.8,0,981.9,314,5.2,50
2020-06-07T15:00:00Z,2020-06-07T14:00:00Z,PT60M,30.1,0.11,80,1,7.8,183,331,158,340,275,560,18,24.8,0,981.7,308,5.3,62
2020-06-07T16:00:00Z,2020-06-07T15:00:00Z,PT60M,28.1,0.11,73,18.6,9.2,123,10,3,126,117,133,18.4,30.5,0,981.7,298,5.4,74
2020-06-07T17:00:00Z,2020-06-07T16:00:00Z,PT60M,25.8,0.11,65,24.9,10.3,25,12,2,27,23,28,18.7,37.8,0,981.6,291,5.2,86
2020-06-07T18:00:00Z,2020-06-07T17:00:00Z,PT60M,24.1,0.11,56,48.6,10.8,0,0,0,0,0,0,18.5,43,0,981.6,282,4.5,96
2020-06-07T19:00:00Z,2020-06-07T18:00:00Z,PT60M,23.7,0.11,46,0.4,10.7,0,0,0,0,0,0,18.2,44,0,981.5,275,3.8,106
2020-06-07T20:00:00Z,2020-06-07T19:00:00Z,PT60M,23.6,0.11,34,0,10.2,0,0,0,0,0,0,18.3,42.5,0,981.4,273,3.5,114
2020-06-07T21:00:00Z,2020-06-07T20:00:00Z,PT60M,23.6,0.11,20,0,9.5,0,0,0,0,0,0,18.4,40.6,0,981.2,270,3.3,119
2020-06-07T22:00:00Z,2020-06-07T21:00:00Z,PT60M,23.5,0.11,4,0,8.9,0,0,0,0,0,0,18.6,39.6,0,981,271,3.2,122
2020-06-07T23:00:00Z,2020-06-07T22:00:00Z,PT60M,23,0.11,-12,0.2,8.7,0,0,0,0,0,0,18.9,40.1,0,980.9,274,3.3,121
2020-06-08T00:00:00Z,2020-06-07T23:00:00Z,PT60M,22.3,0.11,-27,2.6,8.9,0,0,0,0,0,0,18.5,42.2,0,980.7,276,3.5,117
2020-06-08T01:00:00Z,2020-06-08T00:00:00Z,PT60M,21.6,0.11,-40,0,9.1,0,0,0,0,0,0,17.7,44.9,0,980.4,274,3.2,110
2020-06-08T02:00:00Z,2020-06-08T01:00:00Z,PT60M,21,0.11,-51,0,9.3,0,0,0,0,0,0,17.3,47.1,0,980.2,267,2.5,101
2020-06-08T03:00:00Z,2020-06-08T02:00:00Z,PT60M,20.7,0.11,-61,53.5,9.4,3,1,0,3,3,3,16.9,48.1,0,980.1,262,2.1,91
2020-06-08T04:00:00Z,2020-06-08T03:00:00Z,PT60M,21.9,0.11,-69,3.8,9.6,70,104,23,92,65,139,16.7,45.5,0,980.3,265,2.1,80
2020-06-08T05:00:00Z,2020-06-08T04:00:00Z,PT60M,24.1,0.11,-77,0.2,9.4,131,373,142,273,194,546,16.5,39.2,0,980.6,275,1.8,68
2020-06-08T06:00:00Z,2020-06-08T05:00:00Z,PT60M,26.2,0.11,-84,0,8.7,175,535,300,474,392,763,16.6,33.1,0,980.8,298,1.6,56
2020-06-08T07:00:00Z,2020-06-08T06:00:00Z,PT60M,27.8,0.11,-93,0,8.1,200,639,461,661,593,876,16.8,28.9,0,981.2,319,1.9,44
2020-06-08T08:00:00Z,2020-06-08T07:00:00Z,PT60M,28.9,0.11,-104,0,7.6,211,708,601,813,764,933,16.8,26.1,0,981.5,331,1.8,32
2020-06-08T09:00:00Z,2020-06-08T08:00:00Z,PT60M,29.9,0.11,-123,0,7.4,212,755,706,918,885,960,16.8,24.4,0,981.5,342,1,21
2020-06-08T10:00:00Z,2020-06-08T09:00:00Z,PT60M,30.5,0.11,-166,0,7.8,202,787,765,967,941,971,17.3,24.2,0,981.5,12,0.3,13
2020-06-08T11:00:00Z,2020-06-08T10:00:00Z,PT60M,30.5,0.11,140,0,8.7,190,796,764,955,926,973,17.9,25.7,0,981.4,316,0.2,16
2020-06-08T12:00:00Z,2020-06-08T11:00:00Z,PT60M,30.3,0.11,112,0,9.4,177,788,707,884,843,966,18.1,27.4,0,981.1,291,1.1,26
2020-06-08T13:00:00Z,2020-06-08T12:00:00Z,PT60M,30.1,0.11,98,0,9.9,161,761,600,761,700,944,17.6,28.6,0,981.2,292,2.1,38
2020-06-08T14:00:00Z,2020-06-08T13:00:00Z,PT60M,29.5,0.11,88,0,10.2,140,713,457,597,512,895,16.7,30.1,0,981.5,299,3,50
2020-06-08T15:00:00Z,2020-06-08T14:00:00Z,PT60M,28.4,0.11,80,0,10.4,114,622,291,405,300,790,15.7,32.5,0,981.4,300,3.9,62
2020-06-08T16:00:00Z,2020-06-08T15:00:00Z,PT60M,26.7,0.11,73,0,11,79,446,126,205,105,480,15,37.6,0,981,296,4.7,74
2020-06-08T17:00:00Z,2020-06-08T16:00:00Z,PT60M,24.4,0.11,65,19.1,12.1,25,102,14,40,21,46,14.7,46.1,0,980.7,290,5,86
2020-06-08T18:00:00Z,2020-06-08T17:00:00Z,PT60M,22.9,0.11,56,44.2,12.6,0,0,0,0,0,0,14.3,52.4,0,980.9,277,4,96
2020-06-08T19:00:00Z,2020-06-08T18:00:00Z,PT60M,22.6,0.11,46,0.3,12.6,0,0,0,0,0,0,13.8,53.4,0,981.3,266,2.8,106
2020-06-08T20:00:00Z,2020-06-08T19:00:00Z,PT60M,22.3,0.11,34,0,12.4,0,0,0,0,0,0,13.4,53.7,0,981.6,269,2.1,114
2020-06-08T21:00:00Z,2020-06-08T20:00:00Z,PT60M,21.8,0.11,20,0,12.2,0,0,0,0,0,0,12.8,54.4,0,981.6,270,1.8,119
2020-06-08T22:00:00Z,2020-06-08T21:00:00Z,PT60M,21.2,0.11,4,0,11.9,0,0,0,0,0,0,12.2,55.2,0,981.3,268,1.9,122
2020-06-08T23:00:00Z,2020-06-08T22:00:00Z,PT60M,20.7,0.11,-12,0,11.7,0,0,0,0,0,0,11.8,56.1,0,981,267,2.4,121
2020-06-09T00:00:00Z,2020-06-08T23:00:00Z,PT60M,20.2,0.11,-27,1,11.9,0,0,0,0,0,0,11.5,58.7,0,981.1,274,2.5,117
2020-06-09T01:00:00Z,2020-06-09T00:00:00Z,PT60M,19.6,0.11,-40,1.9,12.4,0,0,0,0,0,0,11.6,63.3,0,981.3,293,2.2,110
